"id","description","timestamp","url","name","n"
204,"One (perhaps unnecessary) constraint to this design was due to my inability to figure out how to rotate the buildings using my MacBook laptop. This didn't trouble me so much, as I think it helped to keep some of the organic aesthetic of the neighborhood. A key intention of the design was to create a shortcut through the neighborhood, picking up on the nearby roadways. I attempted to incorporate a series of courtyards. These spaces are intended to be a mix of public and private space. Although there are not any roadways in this design, clearly there are pathways to access the buildings.",2016-09-23 08:36:04,"http://qua-kit.ethz.ch/mooc/proposals/view/202","E_Schkrutz",1
205,"Four clusters: Each cluster has a common back yard.
Diagonal road and connecting roads give visibility and accessibility. Space between houses give give easy access to roads.",2016-09-23 07:19:24,"http://qua-kit.ethz.ch/mooc/proposals/view/199","Aakash Patil",4
206,"",2016-09-22 08:46:27,"http://qua-kit.ethz.ch/mooc/proposals/view/159","anonymous edX student",1
208,"",2016-10-03 06:36:43,"http://qua-kit.ethz.ch/mooc/proposals/view/655","Ahmed Hegaz",14
211,"The design occupies the side of the plot to give the first degree of privacy and therefore of identification to the inhabitants. It allows also to interact between green to inhabitants. In the heart of the project, there are smaller houses with a smaller distance to allow a more green area to flow in between the buildings. Nevertheless, the settlement maintains a high degree of porosity and gains a large public place with its possibility of huge plazas between buildings. This public space could act as a catalyser of social interaction, as a recreational area or even allow for small shops, owned by the inhabitants to create a feeling of village life in the centre.",2016-10-03 10:08:12,"http://qua-kit.ethz.ch/mooc/proposals/view/657","Gianluca Genova",1
213,"",2016-09-22 14:34:50,"http://qua-kit.ethz.ch/mooc/proposals/view/165","anonymous edX student",1
214,"The design concept simply integrates all urban aspects of connectivity, visibility, centrality and accessibility as much as possible.
Instead of formal grids, rigid linearity, or other top-down geometries, I tried to allow the alignment to respond to the site's geometry. The design is done as explained below:
1. Connectivity: group of buildings are connected together in a loop that forms a courtyard. This inner courtyard can be personalized for the sharing neighbors for hanging laundry, visit gatherings, parties, etc. A green landscape within can offer views from the back elevations. In addition, extension from the back of each house is possible for a few meters.
2. Accessibility: the site is bordered by two main streets and two settlement areas. The design creates main axes that allow the inhabitants and crossers-by to easily access the site. Secondary paths cross between building blocks into a main inner courtyard of a group of buildings.
3. Centrality: Besides the smaller central courtyards, a central area in the middle of the site is created for communal purposes; gatherings, playgrounds, cultural events, etc.
4. Visibility: The visible axes that cut through the main site gives a welcoming sense that it is easily accessible and permitted of entry by any one, so not to make it closed and like a prison. The central courtyard is a visible spot in the middle that serves as a landmark and central space. In addition, each house has a few meters in the front of the building along the main street/pathways that serves as a visible personal space to personalize and individualize.",2016-10-02 20:49:38,"http://qua-kit.ethz.ch/mooc/proposals/view/640","Assila Al-Ahmad",4
215,"-	Block mixed-use parks and internal spaces. Circulation through the block allows enough mobility and liven internally spaces that sometimes get lost and do not work. A well marked by its residential sector can be seen to the left, the withdrawal of other land and buildings gives quality and can appreciate, withdrawal from the front of the street is that cars do not fully penetrate the block, so it is raised at the upper right of the plane. The spaces between the buildings fails to see and in the middle of the block are squares, parks, playgrounds, circulation and service areas. The amplitude of the spaces allows visibility in long stretches of the route, giving a sense of security where people pass. In the block may have shops, markets, restaurants, institutions, museums and homes. these mixed areas are essential for the block have life day and night. All rooms or spaces may be connected by a network or system to help control spaces, lighting, security through cameras, and also a network that allows neighbors to be communicated to any unexpected situation. The clear passage through the block serves to cut way to making their way, and to passive activities to those who live there.",2016-09-24 16:46:03,"http://qua-kit.ethz.ch/mooc/proposals/view/257","edX student JFCN",2
217,"Couple of factors to take into consideration:
1. Prevailing winds - north westerly in winter and south easterly in summer (this area is a fairly flat landscape)
2. Security is important with all the crime and socio-economic issues in South Africa.
3. Sense of community 
4. Access
What is not known is the layout and design of the structures. Are they fixed or can the design be changed to accommodate any orientation? Assumption is yes - it can accommodate and orientation.
Design hopefully addresses the different factors:
(a) Bigger structures on the outside to provide some protection against winds as well as security.
(b) House access are all inwards and not onto the main roads for safety and security.
(c) 2 Main access roads in case of emergency - these areas are prone to fires especially in winter time. All structures are easy to reach in case of emergency.
(d) Open space in the middle - for community activities and option for gardening. Lot of these communities provide for themselves and/or others.",2016-09-26 15:29:27,"http://qua-kit.ethz.ch/mooc/proposals/view/368","anonymous edX student",3
218,"",2016-09-22 18:52:04,"http://qua-kit.ethz.ch/mooc/proposals/view/178","anonymous edX student",4
219,"Smart City",2016-09-22 17:52:48,"http://qua-kit.ethz.ch/mooc/proposals/view/177","mmokros",4
220,"",2016-09-26 22:43:02,"http://qua-kit.ethz.ch/mooc/proposals/view/380","Katherine",1
223,"First Proposal.
This organization responds to a smaller cellule of block. It allow a more controlled shared spaced for each cellule.. It`s based on a concept of mini squares for a few houses, were the people can have urban garden, and recreative spaces, making a easier maintenance. There are halls to conect them to each other. In the border the houses controll the access to the street, becoming a boundary to the exterior. ",2016-09-22 17:46:07,"http://qua-kit.ethz.ch/mooc/proposals/view/176","anonymous edX student",1
228,"",2016-09-30 23:09:17,"http://qua-kit.ethz.ch/mooc/proposals/view/595","anonymous edX student",1
229,"",2016-09-22 18:56:47,"http://qua-kit.ethz.ch/mooc/proposals/view/179","anonymous edX student",1
233,"The main focus is in general get the main buildings to face the streets so it has character, but within the block, have a central green area to share, and even smaller green areas in between sections, acomodate the buildings not always one behind the other so there could be better wind paths . ",2016-09-30 21:12:59,"http://qua-kit.ethz.ch/mooc/proposals/view/593","anonymous edX student",1
234,"I tried to make a mixture between different public spaces - squares - and interconnecting streets in a way that every unit is part off both. Some squares are more private and hidden, others are connected to the existing fabrique offering links between old and new.
Now there is also a mixture between 'high, low, big and small and different colors (although i have untill now no idea about their meaning) to generate a sort of randomness (instead of modern planning grids)",2016-09-24 12:11:58,"http://qua-kit.ethz.ch/mooc/proposals/view/242","anonymous edX student",1
235,"closed from the road at the top right by high/big buildings, small houses are inside with enough space between them to organize public space",2016-09-22 20:57:34,"http://qua-kit.ethz.ch/mooc/proposals/view/180","rubin16",1
236,"- larger buildings in the back to give a horizon
- open to the street to invite people
- opening to the settlement in the back
- make a space to meet and create a market",2016-09-22 22:23:01,"http://qua-kit.ethz.ch/mooc/proposals/view/181","Mike at edX",1
237,"goal to continue the given structure of the urban plan (road T and nearby properties), form small groups of houses sometimes by creating small yards between them or narrow roads. keeping the variety and the complexity of the existing skyline with unorganied ups and downs",2016-09-22 23:40:55,"http://qua-kit.ethz.ch/mooc/proposals/view/187","mirto L.",5
239,"High buildings in the back so they don't block view or sunlight. U-shaped buildings for privacy and free spaces in between to do spare time activities. Schielded from street noise but with enough entries to get quickly to the different building of the Block",2016-09-24 17:01:36,"http://qua-kit.ethz.ch/mooc/proposals/view/259","anonymous edX student",2
241,"",2016-09-22 23:37:19,"http://qua-kit.ethz.ch/mooc/proposals/view/186","anonymous edX student",1
244,"-Taller buildings form the perimeter to create a buffer from the rest of the city and a sense of enclosed safe space around community 
- Buildings grow smaller from outside to inside to draw people into the center where small buildings work on a more human scale 
- Defined streets allow ease of access within the community and connectivity to the outside city
-at the center is the community space or hub, which gives the community a sense of place and focus, a quiet retreat from the busy city beyond",2016-09-23 05:13:33,"http://qua-kit.ethz.ch/mooc/proposals/view/193","D P",3
245,"",2016-09-29 22:42:40,"http://qua-kit.ethz.ch/mooc/proposals/view/552","Luis Proaño",20
246,"Updated design scheme on 28-09-2016 --The Design Grid  with the previous Design Scheme of having Two Site Entrances to the project.The shared courtyard spaces with  different building typologies are added.Negative  open spaces created at the end of the site ,can be converted to private cluster open spaces.Open spaces can be shared or  used for various social interaction and playground areas.Based on my previous Design, i have tried to modify my interlocking  road patterns.For the design i have consider a  unit  block of square as a Road  for access to the structure .i kindly request  my peers to kindly rate  my design !!",2016-09-28 21:32:31,"http://qua-kit.ethz.ch/mooc/proposals/view/515","ABBYShake-anonymous edX student",4
248,"The city is designed in four main blocks. Each block are situated in each of the corner. Each block has two [arts, central area and surrounding area. Central area houses facilities like hospitals, shopping malls, parks, offices and other public facilities. The surrounding area is for living spaces. Each block has its own specialty, like one block houses all govt. offices and surrounding of that block is staff quarters for govt. employees, other block can have parks inside. ",2016-09-24 02:55:55,"http://qua-kit.ethz.ch/mooc/proposals/view/223","anonymous edX student",1
249,"The plan is to make the max. Use for frontage on the main road fro most of the citizens. All rest are more of unplanned, more of organic placing of blocks.",2016-09-25 18:35:46,"http://qua-kit.ethz.ch/mooc/proposals/view/298","anonymous edX student",1
257,"This is just the schematic option.In this option i have tried make clusters of few blocks with a central open space in between where the interaction happens ",2016-09-24 15:35:28,"http://qua-kit.ethz.ch/mooc/proposals/view/251","anonymous edX student",1
261,"",2016-09-24 19:49:09,"http://qua-kit.ethz.ch/mooc/proposals/view/262","Julia Vidal",1
262,"Generate inner interest, with several focal points, circulations, and with ALL individual units facing at least on one side to one of the main alleys.",2016-09-26 01:08:55,"http://qua-kit.ethz.ch/mooc/proposals/view/329","anonymous edX student",1
264,"",2016-09-27 16:13:15,"http://qua-kit.ethz.ch/mooc/proposals/view/464","anonymous edX student",9
265,"",2016-09-26 02:20:29,"http://qua-kit.ethz.ch/mooc/proposals/view/342","anonymous edX student",3
267,"In my urban design I made little groups of buildings, this it to make better use of space. On the other hand, I wanted using the free spaces for green areas, leisure activities and recreation areas. It is important create special areas for coexistence among the inhabitants. When you use this areas  you can feel more community between neighbors and the
appropriation of space. ",2016-09-23 22:23:17,"http://qua-kit.ethz.ch/mooc/proposals/view/215","Erika",1
269,"model 1",2016-09-25 00:44:59,"http://qua-kit.ethz.ch/mooc/proposals/view/270","Juliana Brunaikovics",1
270,"Goals: Maximize central open space, minimize building height along roadways to enhance views into and out of the community, variability in building configuration.",2016-09-23 22:44:38,"http://qua-kit.ethz.ch/mooc/proposals/view/216","anonymous edX student",1
272,"",2016-09-23 20:32:59,"http://qua-kit.ethz.ch/mooc/proposals/view/213","anonymous edX student",1
275,"permeability as a way of connectivity. ",2016-09-23 22:56:56,"http://qua-kit.ethz.ch/mooc/proposals/view/217","Isabela Milagre",1
276,"I designed the layout based on the type of community this place strives to become. It's not a posh locality and thus in an informal neighbourhood like this, the immediate neighbours become one's family. The units have been arranged in a pattern that 'Small clusters'(with no particular set/type of units). Each of these clusters have an open area (like a play area/sit out space/ courtyard) for themselves. But they are placed such that each of these are mutually accessible in terms of connectivity and visibility.

 The site has two main access roads through it. They are not perpendicular to the main roads in order to decrease visibility from outside(of the units and spaces between them for safety reasons). They decrease the distance to be travelled by each person to exit the site. There are smaller streets that connect and make each block accessible. I have assumed that the community is not gated, thus the clusters closest to these openings have been designed as introverted spaces(rather than completely open). 

All the clusters have been laid out around a central cluster which encloses a large playground(this can be landscaped and playground equipment can be installed)This can become a space used by the whole community and by people from all age groups. It has been given access on 4 sides.

Another criteria I kept in mind while planning was the North direction(approximately along that corner of the site that lies at the intersection of the main roads). South Africa has a rather hot climate and so in order to reduce heat gain in each block, I tried to refrain(in most cases) from orienting the longer sides of each block along East-West direction.",2016-09-25 20:04:20,"http://qua-kit.ethz.ch/mooc/proposals/view/302","394051",1
277,"1st conceptual layout. My idea was to protect residents from external noise placing the highest buildings closer to the streets. I tried to maintain a geometric order throughout and left enough space between buildings for wind and natural light to pass through.",2016-09-23 23:23:41,"http://qua-kit.ethz.ch/mooc/proposals/view/218","Hector Reyes",1
279,"neighborhood with three parallel streets and two cross streets that allow the passage of emergency vehicles",2016-09-28 22:12:18,"http://qua-kit.ethz.ch/mooc/proposals/view/516","UMH PTY",1
283,"I tried to concentrate most building (those larger volumes) in the environment of the streets and in the center, leaving minors to the contact areas with the rest of the existing building. On the other hand, I tried to go creating a reticle that also leave open spaces such as squares. In a way, I have tried to create a higher density centrality in an interior point more links with the streets with the rest of the existing building and built environment. At the same time, I have also tried to create a certain mixture of types of buildings.",2016-09-24 20:39:57,"http://qua-kit.ethz.ch/mooc/proposals/view/263","anonymous edX student",1
284,"",2016-09-24 02:48:50,"http://qua-kit.ethz.ch/mooc/proposals/view/222","anonymous edX student",1
286,"This proposal is based day to day communication, taking into consideration security and also densification through the consolidation of the sides that form the intersection from the principal street or node. I propose democratic spaces as you can see right top and also the left side. Both with the idea of connecting the cluster to its surroundings. Accessibility as you can see has no actually no hierarchies because the public spaces named before do not represent one.",2016-09-25 22:59:46,"http://qua-kit.ethz.ch/mooc/proposals/view/323","Pedro Astudillo",1
287,"",2016-09-25 22:03:39,"http://qua-kit.ethz.ch/mooc/proposals/view/317","anonymous edX student",2
288,"the basic concept was to make a livable space for that area with ample community/ public spaces. and a strategic division in houses with big(common space for 3-4 dwellings) size, medium & smaller( common space for multipurpose ) one's. taking sun path into considerations, common spaces for big dwellings get less radiation. colonization of dwellings make streets to connect major roads, which in another way decreases traffic at the t junction of north corner of the site. ",2016-09-29 19:31:15,"http://qua-kit.ethz.ch/mooc/proposals/view/545","sreekar chebiyyam",1
289,"",2016-09-25 12:48:21,"http://qua-kit.ethz.ch/mooc/proposals/view/286","anonymous edX student",4
294,"My proposal suggests that the houses be organised around a series of internal streets. This allows the neighbourhood to continue to be part of the urban fabric, without closing itself in on itself. The different typologies are mixed, and therefore not put into different categories, allowing the different sizes of families to be amongst each other. Inside the lot, two small spaces are created that can be used by the inhabitants for more social purposes.",2016-10-02 19:17:19,"http://qua-kit.ethz.ch/mooc/proposals/view/636","anonymous edX student",1
296,"Trying to get big public spaces, open to the world (=/= gated communities). Biggest buildings in front of the big street (higher prices, retail spaces). Regularity of the geometry, with some variations.",2016-09-27 09:35:46,"http://qua-kit.ethz.ch/mooc/proposals/view/425","anonymous edX student",2
297,"I don't get anything done with the blocks themselves, so for now I just have to share some ideas
1) On of my lines of thinking would be using solar energy as well as possible, but we don't know where North is, so that is a problem to place them in the right orientation;
2) another line of thinking would be to create some space for community activity and community building. This will involve placing the highest and longest buildings on the street sides, providing a physical barrier for the noise coming from there. I would place the highest building near the crossing, for orientation;
3) There is little information on the surroundings, so it is difficult to choose vision lines. It would be logical though for the open space to be visible from the street at two places on both neighbouring streets, about halfway;
4) the buidlings could be grouped in three groups in the corners of the field. I thionk 68 buildings is a bit much for people to feel connected. Smaller grouos, like 22 to 24 seems more appropriate. 

",2016-09-24 16:17:11,"http://qua-kit.ethz.ch/mooc/proposals/view/255","anonymous edX student",1
298,"",2016-09-24 16:27:55,"http://qua-kit.ethz.ch/mooc/proposals/view/256","anonymous edX student",1
301,"Attempting to have a homogeneous design",2016-09-24 17:59:11,"http://qua-kit.ethz.ch/mooc/proposals/view/260","anonymous edX student",1
305,"",2016-09-24 21:44:06,"http://qua-kit.ethz.ch/mooc/proposals/view/264","anonymous edX student",1
307,"Indeed very difficult to manipulate the blocks. Will definitely improve on the design by applying appropriate zoning base on the size of the blocks. For now, I provided lots of space within an enclosure of buildings along the perimeter and with limited access.



  




",2016-09-25 01:52:02,"http://qua-kit.ethz.ch/mooc/proposals/view/271","Khemraj",1
309,"",2016-09-24 23:55:19,"http://qua-kit.ethz.ch/mooc/proposals/view/269","anonymous edX student",1
311,"I have designed the neighbourhood in a cluster of houses (duplex and sometimes tenement-style) instead of arranging each house separately like in a subdivision.

Due to the triangular shape of the lot and the irregular sizes of the buildings, I have decided to simply follow a layout where house clusters are surrounded by a wide enough alleyway in a grid-like pattern. This way, families living in the inner portions won't feel closed in by those located along the street. This grid-like pattern allows for both couriers and emergency personnel to easily access the inner portions.

Due to space restrictions, I have decided not to allocate a space for parking. Instead, the available free space (notice the large empty lot on the upper-left portion of the lot) is allocated as a communal space.",2016-09-25 03:32:23,"http://qua-kit.ethz.ch/mooc/proposals/view/273","Kenneth Andres",2
313,"",2016-09-25 20:31:11,"http://qua-kit.ethz.ch/mooc/proposals/view/305","anonymous edX student",1
314,"I designed the trapezoidal Khayelitsha property in building groups with dynamically patterned themes and variations. The themes are two-fold: public-facing street domiciles that hybridize live-work with integrated livelihood on the ground floor; and interior community living clusters. The building clusters are grouped to evoke African geometric and pictographic imagery, placed along one central and four secondary axes. The community functions as a campus whose residents steer its living, work and ecology. The goal is a neighborhood supporting its residents' culture with creative functionality and amenities, fostering sustainability and stewardship.

Lining the two streets along the community edges are block-length domiciles with safe visibility along street lines and into interior axes. They are a visual-sound buffer for buildings to the interior. The buildings along each street have centered symmetrical form that is similar to yet differentiated from each other. This approach is to give the village a public-facing aspect to share its industry and present a vibrant street presence and identity. By using a modest setback and creating a further opening into the community at their intersection, the buildings are placed such that their access points to the interior are endpoints for the primary axis. Therefore, the secondary axes perpendicular to it have ample space around the building clusters. This balances vital circulation and spatial integration that is functionally and aesthetically appealing for the residents' social lives. Here, homes are intended to offer neighbors creative isovists from indoors or outdoors, whether walking, or stationary but looking around. The corner entrance to the community, in contrast, enters the largest open space intended for ecological stewardship opportunities such as agricultural or product production, leisure and other activities.",2016-10-01 08:43:25,"http://qua-kit.ethz.ch/mooc/proposals/view/600","Kathleen Bahet",21
315,"The idea is to create two axis that sew the whole area and is related to the surroundings",2016-09-25 05:07:38,"http://qua-kit.ethz.ch/mooc/proposals/view/276","anonymous edX student",1
319,"The planning of the houses is done based on the idea to create inclusive services for better integration of the different of prototypes. The layout is planned with road all around and perpendicular arterial roads creating individual central green spaces. the buildings are grouped according to their shape and heights. every building has views of the green spaces.",2016-10-03 20:57:11,"http://qua-kit.ethz.ch/mooc/proposals/view/677","anonymous edX student",3
321,"My idea promotes walkability+simple circulation around buildings. Another important aspect is that I organized the buildings for communal interaction and there is plenty of  space for landscaping. Some building uses are mixed and others are separated.",2016-09-25 08:49:32,"http://qua-kit.ethz.ch/mooc/proposals/view/278","Paola R. Castillo",2
322,"The main idea is to keep the character and the qualities that this urban layout has. Those are the social areas inside the neighborhood and the irregularity of the order. My intervention adds orthogonal layer to the objects, so the organization won't be that chaotic creating a lot of geometrically clear mini plazas inside the neighborhood. The design criteria is based on connectivity and accessibility.",2016-09-25 18:48:54,"http://qua-kit.ethz.ch/mooc/proposals/view/299","Gjurchinoski",1
323,"",2016-09-25 10:35:28,"http://qua-kit.ethz.ch/mooc/proposals/view/279","Arjan Luiten",1
324,"",2016-09-25 11:30:00,"http://qua-kit.ethz.ch/mooc/proposals/view/282","anonymous edX student",2
325,"",2016-09-25 21:18:30,"http://qua-kit.ethz.ch/mooc/proposals/view/309","anonymous edX student",2
326,"",2016-09-25 12:48:55,"http://qua-kit.ethz.ch/mooc/proposals/view/287","anonymous edX student",2
327,"easy access to any house",2016-10-09 17:20:22,"http://qua-kit.ethz.ch/mooc/proposals/view/761","anonymous edX student",3
328,"",2016-09-25 13:52:38,"http://qua-kit.ethz.ch/mooc/proposals/view/288","anonymous edX student",1
330,"",2016-09-25 14:09:37,"http://qua-kit.ethz.ch/mooc/proposals/view/289","anonymous edX student",1
331,"Tried to avoid exposure to North because of winds. Also wanted accessibility, given that there is some kind of market to the West and schools to the East. Besides, for safety it's important that all houses have good access to main roads. So there are two main streets that form a kind of a cross. There is also an area to the back that can be a square for the community (maybe a football field for kids to play). This may also be used for further expansion. Also wanted that people could have these inner squares/gardens, which are more private as they are mainly for the buildings that surround them (potentially including parking spaces). Taller buildings are off the main roads not to block the view of smaller buildings. I left some ""holes"" to the back for future expansion. Since these are shacks I assume most people walk, bike or have motorcycles. For pedestrians (as well as ventilation) I left small gaps in between buildings so people can walk through and have even better access to the whole neighborhood.",2016-10-05 15:12:23,"http://qua-kit.ethz.ch/mooc/proposals/view/722","anonymous edX student",7
333,"",2016-09-25 14:58:17,"http://qua-kit.ethz.ch/mooc/proposals/view/290","anonymous edX student",1
334,"This layout aims to offer substantial visibility with its multiple open spaces that offer generous public spaces as well as communal spaces within the inner court yards.

The abundance of space, both public and private, offers optimal conditions to stimulate social interactions in the neighborhood as well as a perception of safety.

The openings are axed towards the surrounding urban reality such as the nearby office buildings and the school.  These connections aim at enhancing the sentiment of continuity and promotes pedestrian circulation via desired lanes.

One can expect the community to take advantage of the communal space for gardening, urban farming and social gatherings thus enhancing the neighborhood’s quality of life. 
",2016-10-01 19:11:05,"http://qua-kit.ethz.ch/mooc/proposals/view/609","Glenn Castanheira",8
335,"",2016-09-26 01:14:49,"http://qua-kit.ethz.ch/mooc/proposals/view/331","anonymous edX student",2
337,"Creating openess, closeness, clearness and unexpectedness",2016-10-02 15:52:34,"http://qua-kit.ethz.ch/mooc/proposals/view/627","Bart Steman",1
338,"My Solution to the Problem",2016-09-25 17:32:52,"http://qua-kit.ethz.ch/mooc/proposals/view/295","anonymous edX student",1
339,"My idea is to create small environments of socialization connected with main roads communicating with other buildings, facilitating mobility. Also, thinking about the mobility of cars and pedestrians, I am creating pathways set of car and pedestrian.",2016-09-25 17:33:08,"http://qua-kit.ethz.ch/mooc/proposals/view/296","anonymous edX student",2
340,"I thought I would make just one big entrance from the street, from which to enter the whole compound. All the entrances to the houses would be towards the inside of the development to provide a bigger sense of privacy
There are three main recreational areas for everyone to use in between the buildings. I did not want to locate them next to the street because this would make them less exclusive, less safe and more noisy.
However, there could also be smaller entrances from the street to the interior if its necessary and maybe passages in between the blocks of buildings to ease mobility of the occupants around the area.

At first I thought about covering the whole side contiguous to the residential area but I thought that if this is a big community they might all want to share the space and if not, a fence or some high bushes might do the trick to provide the required privacy.

Finally, the sizes are not really precise due to the tool used but there should be a minimum distance between the sets of buildings to provide a certain fire safety and the buildings that are together should be counted as one whole building fire-wise.",2016-09-25 21:56:55,"http://qua-kit.ethz.ch/mooc/proposals/view/315","anonymous edX student",1
341,"",2016-09-28 12:50:10,"http://qua-kit.ethz.ch/mooc/proposals/view/498","sadeq",1
342,"",2016-09-25 17:47:57,"http://qua-kit.ethz.ch/mooc/proposals/view/297","anonymous edX student",1
344,"",2016-09-25 18:49:44,"http://qua-kit.ethz.ch/mooc/proposals/view/300","anonymous edX student",1
345,"",2016-09-26 00:40:37,"http://qua-kit.ethz.ch/mooc/proposals/view/326","Edislao",2
346,"The main idea was based on creating smaller communities, in order to manage the resulting small public spaces in a better way, parking lots and green areas and also pedestrian or mechanic flows are going to be organized by inhabitants of each cluster. Some higher buildings were placed purposely amidst the site to lead sights along alleyways and from certain points they create eye-barriers either for inner and outer points of view.",2016-10-04 19:44:05,"http://qua-kit.ethz.ch/mooc/proposals/view/704","Issam",2
348,"",2016-09-25 20:28:57,"http://qua-kit.ethz.ch/mooc/proposals/view/304","anonymous edX student",1
349,"""Snake"" design, creating inner squares, both public, semi-private and opend to the exterior (comerce), also inner streets which follow the outer grid. The target is to enhance the comunity feeling and open the comunity to the city.",2016-09-25 20:10:41,"http://qua-kit.ethz.ch/mooc/proposals/view/303","anonymous edX student",1
350,"",2016-09-25 21:11:08,"http://qua-kit.ethz.ch/mooc/proposals/view/307","anonymous edX student",1
352,"Connection between space",2016-09-25 21:22:30,"http://qua-kit.ethz.ch/mooc/proposals/view/310","anonymous edX student",1
354,"The organization is given from a grid that follows the route of the city, where the highest volumes are located away from the street and the lowest, close to the street. Also, the triangular morphology of the space, generates a central square that articulates the entire organization.",2016-09-25 22:40:41,"http://qua-kit.ethz.ch/mooc/proposals/view/320","anonymous edX student",1
355,"I proposed the order mainly thinking about the traffic and moderate space that will exist between each building.",2016-09-25 21:52:18,"http://qua-kit.ethz.ch/mooc/proposals/view/314","anonymous edX student",1
358,"The main idea is to organize the buildings according to their hierarchy, it create a favorable visual impact and easy service location.  This design consider the accessibility and connection as an attractive for the neighborhood.",2016-09-25 23:03:01,"http://qua-kit.ethz.ch/mooc/proposals/view/324","RS edX student",5
359,"",2016-09-26 02:00:33,"http://qua-kit.ethz.ch/mooc/proposals/view/338","anonymous edX student",1
362,"The proposal bases in the idea of communities. Three communities with private-public space to share. It try to continue the main roads (connection with the surroundings) and also try to connect visually the spaces (breaking the corners of the ""blocks"")  creating an continuous space",2016-09-26 00:59:41,"http://qua-kit.ethz.ch/mooc/proposals/view/328","Maria edX student",2
363,"",2016-10-03 15:05:46,"http://qua-kit.ethz.ch/mooc/proposals/view/668","Cell Core",5
367,"I propose an internal route between housing groups, where the order is generated in the first place by the complex, and second place  ""the minimal housing unit"".",2016-09-27 03:29:05,"http://qua-kit.ethz.ch/mooc/proposals/view/387","DanielCornuz edX student",1
369,"The urban form create a outer wall that accompany the street, the highests houses are located in the intersection of the two avenues. Inside the block are the Pedestrian Streets which are segments of streets intended to preserve and enhance the character of a residencial neighborhood. In addition this form creates four public parks, places that will revive the neighborhood life and social bonds. ",2016-09-26 03:38:29,"http://qua-kit.ethz.ch/mooc/proposals/view/347","mpalomares",2
370,"",2016-09-26 01:30:59,"http://qua-kit.ethz.ch/mooc/proposals/view/333","anonymous edX student",1
371,"",2016-09-26 02:21:49,"http://qua-kit.ethz.ch/mooc/proposals/view/344","Raldom",2
372,"Clustered housing, free flow avenues and  a little disordered.  ",2016-09-26 02:00:18,"http://qua-kit.ethz.ch/mooc/proposals/view/337","anonymous edX student",2
375,"",2016-09-26 01:57:54,"http://qua-kit.ethz.ch/mooc/proposals/view/336","anonymous edX student",1
377,"Designed with small community parks",2016-09-26 04:14:54,"http://qua-kit.ethz.ch/mooc/proposals/view/348","anonymous edX student",2
381,"Streets made for walking with a square made the center of the city, to make it the social, business and entertainment center.",2016-10-05 21:22:07,"http://qua-kit.ethz.ch/mooc/proposals/view/723","anonymous edX student",1
382,"My design was based on the visibility and accessibility criteria as the most important ones. Wide streets and a lot well distributed free space for all the neighborhood as well as multiple entrances.",2016-10-02 03:08:53,"http://qua-kit.ethz.ch/mooc/proposals/view/616","anonymous edX student",1
384,"",2016-09-26 08:50:31,"http://qua-kit.ethz.ch/mooc/proposals/view/353","frankrdz edX student",1
385,"",2016-09-26 05:11:18,"http://qua-kit.ethz.ch/mooc/proposals/view/349","anonymous edX student",1
386,"on progress",2016-09-26 06:38:28,"http://qua-kit.ethz.ch/mooc/proposals/view/350","anonymous edX student",1
389,"In progress... Using the existing layout based on 2 or 2-3 clusters buildings can be reordered generating more communal and connectivity areas. 

Allowing connections with the existent streets, and efficiency in accessibility without making it a total geometric layout and showing respect to the actual aspect of the area.",2016-09-26 07:58:19,"http://qua-kit.ethz.ch/mooc/proposals/view/352","Edurne Morales",2
392,"",2016-09-26 09:08:13,"http://qua-kit.ethz.ch/mooc/proposals/view/354","anonymous edX student",1
393,"",2016-09-26 10:41:29,"http://qua-kit.ethz.ch/mooc/proposals/view/356","Wlodzimierz",2
395,"My idea of this design are:
1.	to create a harmony community;
2.	air ventilation comfortable for each house;
3.	every house has maximum own front door area;
4.	a public area in the community for children and old people;
5.	cars and emergency automobiles can come in and go out easily;
6.	easy house numbering for government planning, postman and new visitors;
7.	safety if come home late in the night;
",2016-09-30 09:16:46,"http://qua-kit.ethz.ch/mooc/proposals/view/571","anonymous edX student",10
397,"Following the typology of loosely arranged massing of small grained high density plots of buildings, this design attempts to break the paradoxical organic spatial planning yet formal and orthogonal arrangements through the expression seen in a free form plan. In addition, the spaces between masses creates porosity allowing social activity to transit within small pockets of space yet draw public into these social settings. This design resists the idea of dead ends where human circulation stops in hope to create a vibrant atmosphere while preventing opportunities for crime. Spaces between buildings also give opportunities for further expansion while suggesting all these massings need not be build concurrently for the ideas to be translated into physical form. Furthermore, a loosely packed collection of buildings allows for better ventilation, daylighting and from a more practical perspective of construction, tolerance is given to workers given the possibility of unfavourable site conditions.",2016-09-29 17:36:22,"http://qua-kit.ethz.ch/mooc/proposals/view/538","anonymous edX student",1
402,"",2016-09-26 13:49:45,"http://qua-kit.ethz.ch/mooc/proposals/view/364","anonymous edX student",4
405,"",2016-09-26 13:37:55,"http://qua-kit.ethz.ch/mooc/proposals/view/362","Evelyn",3
411,"",2016-09-28 12:25:35,"http://qua-kit.ethz.ch/mooc/proposals/view/497","François Vienne",10
